FIRST REAL WORLD EVIDENCE IN THE NETHERLANDS EVALUATING THE EFFICACY AND EFFICIENCY OF A NEW SEDATIVE...,https://eposters.ddw.org/ddw/2023/ddw-2023/380105/jorn.krijnen.first.real.world.evidence.in.the.netherlands.evaluating.the.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Krijnen J. May 9, 2023; Tu1071"
COACHING LANGUAGE TO IMPROVE ENDOSCOPY TRAINING QUALITY (CLIENT): A PILOT RANDOMIZED CONTROLLED TRIAL,https://eposters.ddw.org/ddw/2023/ddw-2023/380106/aayush.gabrani.3Ci3Ecoaching.language.to.improve.endoscopy.training.quality.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Gabrani A. May 9, 2023; Tu1072"
AN ACTUAL GASTRIC MORPHOLOGIC SIMULATOR FOR ENDOSCOPIC THERAPY TRAINING,https://eposters.ddw.org/ddw/2023/ddw-2023/380107/jiyu.zhang.an.actual.gastric.morphologic.simulator.for.endoscopic.therapy.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Zhang J. May 9, 2023; Tu1073"
IMPACT OF FIRST WAVE OF COVID-19 ON OUTCOMES OF PATIENTS ADMITTED WITH GASTROINTESTINAL BLEEDING: A SYSTEMATIC...,https://eposters.ddw.org/ddw/2023/ddw-2023/380109/ying.ying.hu.impact.of.first.wave.of.covid-19.on.outcomes.of.patients.admitted.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Hu Y. May 9, 2023; Tu1075"
SAFETY OF ENDOSCOPIST-DIRECTED NURSE-ADMINISTERED PROPOFOL SEDATION WITH RESPIRATORY THERAPY SUPPORT IN PATIENTS...,https://eposters.ddw.org/ddw/2023/ddw-2023/380110/john.fang.safety.of.endoscopist-directed.nurse-administered.propofol.sedation.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Fang J. May 9, 2023; Tu1076"
MANAGEMENT OF ANTITHROMBOTIC AGENTS AFTER ELECTIVE GASTROINTESTINAL ENDOSCOPY: RATES OF DOCUMENTATION AND...,https://eposters.ddw.org/ddw/2023/ddw-2023/380111/jeffrey.than.management.of.antithrombotic.agents.after.elective.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Than J. May 9, 2023; Tu1077"
OUTCOMES AFTER PERCUTANEOUS ENDOSCOPIC GASTROSTOMY PLACEMENT FOR PATIENTS ON EXTRACORPOREAL MEMBRANE OXYGENATION,https://eposters.ddw.org/ddw/2023/ddw-2023/380112/udita.gupta.outcomes.after.percutaneous.endoscopic.gastrostomy.placement.for.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Gupta U. May 9, 2023; Tu1078"
DEVELOPMENT AND VALIDATION OF ‘COLONPREP SCORE’ TO ASSESS ADEQUACY OF BOWEL PREPARATION PRIOR TO COLONOSCOPY,https://eposters.ddw.org/ddw/2023/ddw-2023/380113/aditya.kale.development.and.validation.of.colonprep.score.to.assess.adequacy.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Kale A. May 9, 2023; Tu1079"
IS VIDEO TELESTRATION AND WRITTEN FEEDBACK MORE HELPFUL THAN WRITTEN FEEDBACK ALONE? FINAL RESULTS OF A...,https://eposters.ddw.org/ddw/2023/ddw-2023/380114/terrance.rodrigues.is.video.telestration.and.written.feedback.more.helpful.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Rodrigues T. May 9, 2023; Tu1080"
ASSESSMENT OF ENDOSCOPIC CASE DELAYS AND OPERATIONAL EFFICIENCY AT A LARGE ACADEMIC TERTIARY CARE CENTER,https://eposters.ddw.org/ddw/2023/ddw-2023/380115/enad.dawod.assessment.of.endoscopic.case.delays.and.operational.efficiency.at.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Dawod E. May 9, 2023; Tu1081"
POST COLONOSCOPY UPPER GASTROINTESTINAL CANCERS AMONG PARTICIPANTS IN A FAECAL IMMUNOCHEMICAL TEST -BASED...,https://eposters.ddw.org/ddw/2023/ddw-2023/380117/sahar.pakneshan.post.colonoscopy.upper.gastrointestinal.cancers.among.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Pakneshan S. May 9, 2023; Tu1083"
SHIFTS IN PUBLIC PERCEPTION OF COLONOSCOPY AFTER CELEBRITY ENDORSEMENT AND NORDICC TRIAL: A NATURAL LANGUAGE...,https://eposters.ddw.org/ddw/2023/ddw-2023/380119/austin.chiang.shifts.in.public.perception.of.colonoscopy.after.celebrity.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Chiang A. May 9, 2023; Tu1085"
PROMOTING THE AUSTRALIAN NATIONAL BOWEL CANCER SCREENING PROGRAM IN GENERAL PRACTICE: ENABLING A CULTURE OF...,https://eposters.ddw.org/ddw/2023/ddw-2023/380120/nicole.marinucci.promoting.the.australian.national.bowel.cancer.screening.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Marinucci N. May 9, 2023; Tu1086"
EARLY-ONSET COLORECTAL CANCER: PREVALENCE AND RISK FACTORS AMONG COMMERCIALLY INSURED ADULTS IN THE UNITED STATES,https://eposters.ddw.org/ddw/2023/ddw-2023/380122/ankoor.patel.early-onset.colorectal.cancer.prevalence.and.risk.factors.among.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Patel A. May 9, 2023; Tu1088"
RISK OF ADVANCED NEOPLASIA AND NUMBER OF FAMILY MEMBERS WITH MICROSATELLITE STABLE COLORECTAL CANCER,https://eposters.ddw.org/ddw/2023/ddw-2023/380125/thomas.ka-luen.lui.risk.of.advanced.neoplasia.and.number.of.family.members.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Lui T. May 9, 2023; Tu1091"
A NOVEL CLINICAL SCORING SYSTEM FOR COLORECTAL POLYP SCREENING: DEVELOPMENT AND VALIDATION OF AN OPTIMIZED...,https://eposters.ddw.org/ddw/2023/ddw-2023/380127/yang.yang.a.novel.clinical.scoring.system.for.colorectal.polyp.screening.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Yang Y. May 9, 2023; Tu1093"
ORAL ANTICOAGULATION IS NOT ASSOCIATED WITH IMPROVED SURVIVAL IN PATIENTS WITH COLORECTAL CANCER,https://eposters.ddw.org/ddw/2023/ddw-2023/380133/arnar.s.agustsson.oral.anticoagulation.is.not.associated.with.improved.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Agustsson A. May 9, 2023; Tu1099"
EVALUATION OF DIFFERENT TECHNIQUES IN THE REMOVAL OF DIMINUTIVE AND SMALL POLYPS: A SYSTEMATIC REVIEW AND...,https://eposters.ddw.org/ddw/2023/ddw-2023/380134/mike.wei.evaluation.of.different.techniques.in.the.removal.of.diminutive.and.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Wei M. May 9, 2023; Tu1100"
POOR TOLERANCE OF BOWEL PREPARATION FOR INDEX COLONOSCOPY DECREASES SURVEILLANCE RATE IN HIGH-RISK ADENOMA...,https://eposters.ddw.org/ddw/2023/ddw-2023/380136/akira.higashimori.poor.tolerance.of.bowel.preparation.for.index.colonoscopy.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Higashimori A. May 9, 2023; Tu1102"
E-LEARNING ACCELERATES INCREASE OF ENDOSCOPISTS' PROXIMAL SERRATED POLYP DETECTION: A MULTICENTER RANDOMIZED...,https://eposters.ddw.org/ddw/2023/ddw-2023/380140/david.van.toledo.e-learning.accelerates.increase.of.endoscopists.proximal.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Van Toledo D. May 9, 2023; Tu1106"
ADENOMA DETECTION RATES IN AVERAGE RISK SCREENING COLONOSCOPY IN AGE 45-49 VS 50-54 GROUPS,https://eposters.ddw.org/ddw/2023/ddw-2023/380144/shuji.mitsuhashi.adenoma.detection.rates.in.average.risk.screening.colonoscopy.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Mitsuhashi S. May 9, 2023; Tu1110"
OPPORTUNITIES AND CHALLENGES OF ESTABLISHING A CONSORTIUM TO STUDY RISK FACTORS FOR EARLY-ONSET COLORECTAL CANCER,https://eposters.ddw.org/ddw/2023/ddw-2023/380146/peter.liang.opportunities.and.challenges.of.establishing.a.consortium.to.study.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Liang P. May 9, 2023; Tu1112"
ESTIMATED ADENOMA SENSITIVITY THRESHOLD NEEDED FOR BLOOD-BASED COLORECTAL CANCER SCREENING TESTS TO BE AS...,https://eposters.ddw.org/ddw/2023/ddw-2023/380148/john.kisiel.estimated.adenoma.sensitivity.threshold.needed.for.blood-based.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Kisiel J. May 9, 2023; Tu1114"
ESTIMATED VALUE-BASED PRICING FOR GUARDANT HEALTH SHIELD BLOOD-BASED COLORECTAL CANCER SCREENING TEST VERSUS...,https://eposters.ddw.org/ddw/2023/ddw-2023/380149/john.kisiel.estimated.value-based.pricing.for.guardant.health.shield.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Kisiel J. May 9, 2023; Tu1115"
COLORECTAL CANCER INCIDENCE AND MORTALITY REDUCTION IN THE CZECH REPUBLIC – IMPACT OF THE LONGLASTING NATIONAL...,https://eposters.ddw.org/ddw/2023/ddw-2023/380157/stepan.suchanek.colorectal.cancer.incidence.and.mortality.reduction.in.the.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Suchanek S. May 9, 2023; Tu1123"
FUSOBACTERIUM NUCLEATUM INFECTION IS ASSOCIATED WITH BRAF/KRAS MUTATIONS IN COLORECTAL CANCER...,https://eposters.ddw.org/ddw/2023/ddw-2023/380158/minoru.koi.3Ci3Efusobacterium.nucleatum3C.i3E.infection.is.associated.with.3Ci3Ebraf.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Koi M. May 9, 2023; Tu1124"
TELOMERE LENGTH AS A NEW RISK MARKER OF EARLY-ONSET COLORECTAL CANCER.,https://eposters.ddw.org/ddw/2023/ddw-2023/380161/jose.perea.telomere.length.as.a.new.risk.marker.of.early-onset.colorectal.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Perea J. May 9, 2023; Tu1127"
CARCINOEMBRYONIC ANTIGEN RELATED CELL ADHESION MOLECULE 6(CEACAM6) PROMOTES CARCINOGENESIS OF GASTRIC CANCER AND...,https://eposters.ddw.org/ddw/2023/ddw-2023/380162/fangmei.an.carcinoembryonic.antigen.related.cell.adhesion.molecule.628ceacam629.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"An F. May 9, 2023; Tu1128"
INCREASED INTRATUMORAL ALPHAPAPILLOMAVIRUS ABUNDANCE IS ASSOCIATED WITH IMPROVED DISEASE-SPECIFIC SURVIVAL IN...,https://eposters.ddw.org/ddw/2023/ddw-2023/380172/george.chen.increased.intratumoral.alphapapillomavirus.abundance.is.associated.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Chen G. May 9, 2023; Tu1138"
PROGNOSTIC SIGNIFICANCES OF SYSTEMIC INFLAMMATORY RESPONSE MARKERS IN PATIENTS WITH SYNCHRONOUS ESOPHAGEAL AND...,https://eposters.ddw.org/ddw/2023/ddw-2023/380173/wen-lun.wang.prognostic.significances.of.systemic.inflammatory.response.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Wang W. May 9, 2023; Tu1139"
ENDOSCOPIC SUBMUCOSAL DISSECTION FOR GASTROINTESTINAL TUMORS - INITIAL EXPERIENCE AT A BRAZILIAN INSTITUTION,https://eposters.ddw.org/ddw/2023/ddw-2023/380116/matheus.franco.endoscopic.submucosal.dissection.for.gastrointestinal.tumors.-.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Franco M. May 9, 2023; Tu1082"
DOES RACE IMPACT DISEASE CLEARANCE IN HELICOBACTER PYLORI PATIENTS? KAPLAN MEIER PREDICTOR MODEL,https://eposters.ddw.org/ddw/2023/ddw-2023/380118/sai.greeshma.magam.does.race.impact.disease.clearance.in.helicobacter.pylori.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Magam S. May 9, 2023; Tu1084"
EFFECT OF ANTICOAGULATION AND ANTIPLATELET AGENTS ON MULTITARGET STOOL DNA TESTING IN AVERAGE RISK COLORECTAL...,https://eposters.ddw.org/ddw/2023/ddw-2023/380121/dylan.stanfield.effect.of.anticoagulation.and.antiplatelet.agents.on.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Stanfield D. May 9, 2023; Tu1087"
THE IMPACT OF THE REVISED USPSTF SCREENING GUIDELINES ON RACIAL AND ETHNIC DIFFERENCES IN COLORECTAL CANCER...,https://eposters.ddw.org/ddw/2023/ddw-2023/380123/adjoa.anyane-yeboa.the.impact.of.the.revised.uspstf.screening.guidelines.on.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Anyane-Yeboa A. May 9, 2023; Tu1089"
CONVENTIONAL SCREENING MEASURE DOES NOT ACCURATELY CAPTURE SCREENING STATUS IN A MINORITY OF PATIENTS WITH...,https://eposters.ddw.org/ddw/2023/ddw-2023/380124/shawn.wen.conventional.screening.measure.does.not.accurately.capture.screening.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Wen S. May 9, 2023; Tu1090"
RISK OF ADVANCED NEOPLASIA AFTER POLYPECTOMY IN ADULTS FROM THE MGB...,https://eposters.ddw.org/ddw/2023/ddw-2023/380126/jean.padilla.aponte.3Ci3Erisk.of.advanced.neoplasia.after.polypectomy.in.adults.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Padilla Aponte J. May 9, 2023; Tu1092"
PROGNOSIS OF KOREAN FAMILIAL ADENOMATOUS POLYPOSIS PATIENTS WHO DID NOT UNDERGO COLECTOMY,https://eposters.ddw.org/ddw/2023/ddw-2023/380129/min.kwan.kwon.prognosis.of.korean.familial.adenomatous.polyposis.patients.who.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Kwon M. May 9, 2023; Tu1095"
FOOD INSECURITY IS ASSOCIATED WITH LACK OF UP-TO-DATE COLORECTAL CANCER SCREENING IN A LARGE NATIONAL SURVEY IN...,https://eposters.ddw.org/ddw/2023/ddw-2023/380130/yvonne.lei.food.insecurity.is.associated.with.lack.of.up-to-date.colorectal.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Lei Y. May 9, 2023; Tu1096"
OUTCOMES OF ENDOSCOPIC SUBMUCOSAL DISSECTION FOR COLORECTAL NEOPLASM IN ELDERLY PATIENTS: A LARGE COHORT STUDY,https://eposters.ddw.org/ddw/2023/ddw-2023/380131/byung.chul.jin.outcomes.of.endoscopic.submucosal.dissection.for.colorectal.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"JIN B. May 9, 2023; Tu1097"
MAXIMIZING THE YIELD AND BENEFIT OF COLONOSCOPY IN AN AGEING POPULATION,https://eposters.ddw.org/ddw/2023/ddw-2023/380132/alvin.cheah.maximizing.the.yield.and.benefit.of.colonoscopy.in.an.ageing.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Cheah A. May 9, 2023; Tu1098"
THE LONG-TERM RISK OF METACHRONOUS ADVANCED ADENOMA RECURRENCE AFTER ENDOSCOPIC SUBMUCOSAL DISSECTION FOR...,https://eposters.ddw.org/ddw/2023/ddw-2023/380135/min.dai.the.long-term.risk.of.metachronous.advanced.adenoma.recurrence.after.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Dai M. May 9, 2023; Tu1101"
CROSS-SECTIONAL VS. LONG-TERM ADHERENCE TO COLORECTAL SCREENING IN A LARGE VA COHORT,https://eposters.ddw.org/ddw/2023/ddw-2023/380137/joshua.kirschenbaum.cross-sectional.vs.long-term.adherence.to.colorectal.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Kirschenbaum J. May 9, 2023; Tu1103"
"COLORECTAL CANCER INCIDENCE AND MORTALITY IN THE VA VS. US GENERAL POPULATION, 2002-2018",https://eposters.ddw.org/ddw/2023/ddw-2023/380139/kevin.lin.colorectal.cancer.incidence.and.mortality.in.the.va.vs.us.general.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Lin K. May 9, 2023; Tu1105"
ASSOCIATION BETWEEN NONALCOHOLIC FATTY LIVER DISEASE AND THE RISK OF EARLY-ONSET COLORECTAL CANCER ACCORDING TO...,https://eposters.ddw.org/ddw/2023/ddw-2023/380141/seulji.kim.association.between.nonalcoholic.fatty.liver.disease.and.the.risk.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Kim S. May 9, 2023; Tu1107"
THE PERSISTENCE OF HYPERTRIGLYCERIDEMIA AND THE RISK OF EARLY ONSET COLORECTAL CANCER ACCORDING TO TUMOR...,https://eposters.ddw.org/ddw/2023/ddw-2023/380142/young.hoon.chang.the.persistence.of.hypertriglyceridemia.and.the.risk.of.early.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Chang Y. May 9, 2023; Tu1108"
RISK FACTORS ASSOCIATED WITH ADVANCED COLORECTAL NEOPLASIA IN YOUNG ADULTS,https://eposters.ddw.org/ddw/2023/ddw-2023/380143/jacquelyn.bolwell.risk.factors.associated.with.advanced.colorectal.neoplasia.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Bolwell J. May 9, 2023; Tu1109"
COMPARING ANATOMICAL DISTRIBUTION OF COLORECTAL ADENOCARCINOMA IN PATIENTS OF DIFFERENT ETHNICITY AND RACES AS...,https://eposters.ddw.org/ddw/2023/ddw-2023/380145/sanya.goswami.comparing.anatomical.distribution.of.colorectal.adenocarcinoma.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Goswami S. May 9, 2023; Tu1111"
"COLORECTAL CANCER SCREENING WITH BLOOD-BASED TESTS: ESTIMATED IMPACT OF A 1-, 2-, OR 3-YEAR SCREENING INTERVAL...",https://eposters.ddw.org/ddw/2023/ddw-2023/380147/a.mark.fendrick.colorectal.cancer.screening.with.blood-based.tests.estimated.html?f=menu%3D16%2Abrowseby%3D8%2Asortby%3D2%2Ace_id%3D2482%2Aot_id%3D27743%2Atrend%3D19514%2Amarker%3D4154,"Fendrick A. May 9, 2023; Tu1113"
